"Acantholabrus palloni","Agonus cataphractus","Alosa agone","Alosa alosa","Alosa fallax","Amblyraja hyperborea","Amblyraja radiata","Ammodytes","Anarhichas denticulatus","Anarhichas lupus","Anarhichas minor","Anguilla anguilla","Anisarchus medius","Anthias anthias","Aphanopus carbo","Apristurus laurussonii","Arctogadus glacialis","Arctozenus risso","Argentina silus","Argentina sphyraena","Argyropelecus aculeatus","Argyropelecus hemigymnus","Argyropelecus olfersii","Argyrosomus regius","Arnoglossus imperialis","Arnoglossus laterna","Arnoglossus rueppelii","Arnoglossus thori","Artediellus atlanticus","Aspidophoroides olrikii","Atherina presbyter","Auxis rochei rochei","Balistes capriscus","Bathyraja brachyurops","Bathyraja spinicauda","Bathysolea profundicola","Belone belone","Benthodesmus elongatus","Beryx decadactylus","Beryx splendens","Blennius ocellaris","Boops boops","Boreogadus saida","Brosme brosme","Buglossidium luteum","Callionymus lyra","Callionymus maculatus","Callionymus reticulatus","Careproctus","Centrolabrus exoletus","Centrophorus granulosus","Centrophorus squamosus","Centroscyllium fabricii","Centroscymnus coelolepis","Centroscymnus crepidater","Chelidonichthys cuculus","Chelidonichthys lastoviza","Chelidonichthys lucerna","Chelidonichthys obscurus","Chelon labrosus","Chelon ramada","Chimaera monstrosa","Chimaera opalescens","Chirolophis ascanii","Chlorophthalmus agassizi","Ciliata mustela","Ciliata septentrionalis","Clupea harengus","Coelorinchus caelorhincus","Coelorinchus labiatus","Conger conger","Coris julis","Coryphaenoides guentheri","Coryphaenoides rupestris","Ctenolabrus rupestris","Cyclopteropsis mcalpini","Cyclopterus lumpus","Cyclothone microdon","Dalatias licha","Dasyatis pastinaca","Deania calcea","Deania profundorum","Dentex maroccanus","Dicentrarchus labrax","Dicentrarchus punctatus","Dicologlossa cuneata","Diplodus annularis","Diplodus bellottii","Diplodus cervinus","Diplodus sargus","Diplodus vulgaris","Dipturus batis","Dipturus nidarosiensis","Dipturus oxyrinchus","Echiichthys","Enchelyopus cimbrius","Engraulis encrasicolus","Entelurus aequoreus","Ephippion guttifer","Etmopterus princeps","Etmopterus pusillus","Etmopterus spinax","Eumicrotremus derjugini","Eumicrotremus spinosus","Eutrigla gurnardus","Gadella maraldi","Gadiculus argenteus","Gadiculus thori","Gadus morhua","Gaidropsarus","Galeorhinus galeus","Galeus atlanticus","Galeus melastomus","Gasterosteus aculeatus","Glyptocephalus cynoglossus","Gnathophis mystax","Gobiidae","Gymnammodytes semisquamatus","Gymnelus retrodorsalis","Gymnelus viridis","Gymnocanthus tricuspis","Halargyreus johnsonii","Helicolenus dactylopterus","Heptranchias perlo","Hexanchus griseus","Hippocampus hippocampus","Hippoglossoides platessoides","Hippoglossus hippoglossus","Hoplostethus atlanticus","Hoplostethus mediterraneus mediterraneus","Hydrolagus mirabilis","Hymenocephalus italicus","Hyperoplus immaculatus","Hyperoplus lanceolatus","Icelus bicornis","Icelus spatula","Labrus bergylta","Labrus mixtus","Lamna nasus","Lampetra fluviatilis","Lepidion eques","Lepidopus caudatus","Lepidorhombus boscii","Lepidorhombus whiffiagonis","Lepidotrigla","Leptagonus decagonus","Leptoclinus maculatus","Lestidiops jayakari jayakari","Leucoraja circularis","Leucoraja fullonica","Leucoraja naevus","Limanda limanda","Liparis bathyarcticus","Liparis fabricii","Liparis liparis liparis","Liparis montagui","Liparis tunicatus","Lithognathus mormyrus","Lophius budegassa","Lophius piscatorius","Lumpenus fabricii","Lumpenus lampretaeformis","Lycenchelys kolthoffi","Lycenchelys muraena","Lycenchelys sarsii","Lycodes adolfi","Lycodes esmarkii","Lycodes eudipleurostictus","Lycodes frigidus","Lycodes gracilis","Lycodes luetkenii","Lycodes paamiuti","Lycodes pallidus","Lycodes polaris","Lycodes reticulatus","Lycodes rossi","Lycodes seminudus","Lycodes squamiventer","Lycodes vahlii","Lycodonus flagellicauda","Macroparalepis affinis","Macrourus berglax","Magnisudis atlantica","Malacocephalus laevis","Mallotus villosus","Maurolicus muelleri","Melanogrammus aeglefinus","Melanostigma atlanticum","Merlangius merlangus","Merluccius merluccius","Micrenophrys lilljeborgii","Microchirus azevia","Microchirus boscanion","Microchirus variegatus","Micromesistius poutassou","Microstomus kitt","Molva dypterygia","Molva macrophthalma","Molva molva","Monochirus hispidus","Mora moro","Mugil cephalus","Mullus barbatus barbatus","Mullus surmuletus","Mustelus","Myctophidae","Myliobatis aquila","Myoxocephalus quadricornis","Myoxocephalus scorpioides","Myoxocephalus scorpius","Naucrates ductor","Neoraja caerulea","Neoraja iberica","Nerophis lumbriciformis","Nerophis ophidion","Nezumia aequalis","Nezumia bairdii","Oblada melanura","Oncorhynchus gorbuscha","Ophidion barbatum","Osmerus eperlanus","Pagellus acarne","Pagellus bogaraveo","Pagellus erythrinus","Pagrus auriga","Pagrus pagrus","Parablennius gattorugine","Paralepis coregonoides","Paraliparis bathybius","Paraliparis membranaceus","Pegusa lascaris","Petromyzon marinus","Pholis gunnellus","Phrynorhombus norvegicus","Phycis blennoides","Phycis phycis","Physiculus dalwigki","Platichthys flesus","Pleuronectes platessa","Pollachius pollachius","Pollachius virens","Polymetme corythaeola","Polymetme thaeocoryla","Polyprion americanus","Raja asterias","Raja brachyura","Raja clavata","Raja microocellata","Raja miraletus","Raja montagui","Raja polystigma","Raja undulata","Rajella bathyphila","Rajella fyllae","Rajella lintea","Raniceps raninus","Reinhardtius hippoglossoides","Rhodichthys regina","Rostroraja alba","Salmo salar","Salmo trutta trutta","Sander lucioperca","Sarda sarda","Sardina pilchardus","Sarpa salpa","Scomber colias","Scomber japonicus","Scomber scombrus","Scophthalmus maximus","Scophthalmus rhombus","Scorpaenidae","Scyliorhinus canicula","Scyliorhinus stellaris","Scymnodon ringens","Sebastes","Serranus cabrilla","Serranus hepatus","Serranus scriba","Sigmops bathyphilus","Solea senegalensis","Solea solea","Somniosus microcephalus","Sparus aurata","Sphoeroides pachygaster","Spicara maena","Spicara smaris","Spinachia spinachia","Spondyliosoma cantharus","Spratelloides lewisi","Sprattus sprattus","Squalus acanthias","Squalus blainville","Symphodus bailloni","Symphodus melops","Symphodus roissali","Symphurus nigrescens","Synchiropus phaeton","Syngnathus acus","Syngnathus rostellatus","Syngnathus typhle","Taurulus bubalis","Tetronarce nobiliana","Thalassobathia pelagica","Torpedo marmorata","Trachinus draco","Trachurus mediterraneus","Trachurus picturatus","Trachurus trachurus","Trachyrincus murrayi","Trachyrincus scabrus","Trachyscorpia cristulata","Trachyscorpia echinata","Trigla","Triglops murrayi","Triglops nybelini","Triglops pingelii","Trisopterus capelanus","Trisopterus esmarkii","Trisopterus luscus","Trisopterus minutus","Umbrina canariensis","Umbrina cirrosa","Vinciguerria poweriae","Xiphias gladius","Zenopsis conchifer","Zeugopterus punctatus","Zeugopterus regius","Zeus faber","Zoarces viviparus"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012592454183672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285705052610478,0.0231103758169815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749612324902302,0,0,0,0,0,0,0,0,0.0175295537482649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627854573212733,0,0,0,0.0984416968176336,0,0.0920430110244327,0,0,0,0,0,0,0.0523999565405568,0,0,0,0.249743288995597,0,0,0,0.026128242611638,0,0.196568865407068,0,0,0,0,0,0,0,0,0,0,0,0.18106006397403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104573777495272,0,0,0,0,0,0,0.0412403987947,0.201015714584545,0,0,0,0,0,0,0.039886224060378,0.0069810993202873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153711485229747,0.334065135867928,0,0.476951892914318,0.956773192370372,0,0,0,0,0.684911191576827,0.0616019923839632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435490676403987,0,0,0,0.19397904463069,0.0230283989646697,0.0126521359344359,0,0,0,0,0,0.0357631975941316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742793580834585,0,0,0,0.198621270078616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657411136052017,0.0232393095467965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993290657122129,0,0,0,0,0,0,0,0,0,0.491637750748257,0,0.731558908636429,0,0,0,0,0,0.00514818853739365,0,0,0
0,0.0033972691778863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081487176176031,0.116962288559229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141754245884049,0.0502680643812725,0,0,0,0,0,0,0,0,0.125564216476483,0,0.000763538040178142,0,0,0,0,0,0,0,0,0,0.780443109791427,0,0,0.0128060424794082,0,0,0,0,0,0.00461385785302995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120447654713696,0,0,0,0.0757176367872111,0.00423282731044773,0.0258261409660249,0,0,0,0,0,0,0.360669591426529,0,0.0454486489503062,0.00547106662202638,0.148926324970565,0.0081086585296442,0,0,0.00125030094347013,0,0.137701781678367,0,0.039309822170697,0.00476033623967386,0,0,0,0,0.00127336769313562,0,0,0,0.488392619555485,0.00742307762361257,0,0,0,0,0.0141289704507587,0.0114739203652871,0,0,0,0,0,0,0,0,0,0.0994766517331187,0,0,0,0,0,0,0.0959015518206146,0.504459931075305,0,0,0,0,0,0,0.00438271787053657,0.0516140908492227,0,0.00401000049917385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477102684551489,0.780693780367892,0,0.889132163153144,0.574991306745586,0,0,0,0.135551585615662,0.481867190751832,0.407768850559988,0,0,0.0355768230229331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007514827209518,0.0279929678010831,0,0,0,0.40130398368992,0,0.0441902091903524,0,0,0,0,0,0.0101059140764093,0,0,0.172046393326839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966851982242845,0,0,0,0.1281251786097,0.00176496001374106,0,0,0.340483791096549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26900529179216,0.230472012161076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236933635639946,0,0,0,0,0,0,0,0,0,1.37540015627298,0,0.891741228447628,0,0,0,0,0,0,0,0.113705211302093,0
0,0.0044361911133039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294908793046666,0.443995509323352,0,0,0,0,0.00625831153305682,0.00222822692300326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906916655743386,0,0.0633313790862678,0.0347377084520583,0,0,0,0,0,0,0,0,0.579797834848587,0,0,0,0,0,0.0206337010231371,0,0,0,0,0,0.630516218366122,0.00241821673661182,0,0.00973089377264488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903999859503236,0,0,0,0,0.0101438231212912,0.105420838942045,0,0,0,0,0,0,0.829134423291396,0,0.0221838927186688,0.0213031867679942,0.252900604900528,0.00876677828319464,0,0,0.0167066186542269,0,0.00184209514469662,0,0.00946345540805426,0,0,0,0,0,0.0591399495380527,0,0.00351459606614752,0,0.0166009519011138,0,0,0,0,0,0,0.0059028524140662,0,0,0,0.00269871406822043,0,0,0,0,0,0.416809183770287,0,0,0,0,0,0,0.189464036964906,0.47015309456761,0,0,0,0,0,0,0.0214716409435812,0.0987610642839657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443853117365596,0,0.0126496879126432,0.957583706250899,0,0.521198579353936,0.182149588435242,0,0,0,0.0117627926900898,0.0772489164356115,0.303382982345326,0,0,0.121633302649135,0,0,0,0,0.0182511362869624,0.0821134237896535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114533918292717,0.00843545810028621,0,0,0,0.26065194334284,0.0168149535797607,0.177287697235197,0,0,0,0,0.00344727863113724,0.019754677152809,0,0,0.163362276235967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748654885897764,0,0,0,0.698705359627894,0.00236125256902148,0,0,0.731505801870991,0,0,0.0338511580294055,0,0,0,0,0,0.00382492355305813,0,0,0,0,0,0,0,0,0.0258062024164736,0.161523139245898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340995008549834,0,0,0,0,0,0,0,0,0,0.63763449357205,0,0.433284325843572,0,0,0,0,0,0,0,0.168683220959514,0
0.00518863045567534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890149619846221,0,0,0.000665050358618343,0,0.546936081343415,0,0.0175612320988,0.00140406860148575,0,0.22101709609002,0.21917542614789,0,0,0,0,0,0,0,0,0,0.0215744358248483,0,0,0,0.00216145877107276,0.0301689731626114,0.20258092722971,0,0,0.00124188939487999,0.155617319560098,0.089197707512418,0,0,0,0,0,0,0,0,0.24416525716706,0,0.0415903561091195,0.050839359178733,0,0,0.110019690803927,0,0,0,0,0,0,0.0725487675335135,0.00247127071875059,0.305113107350922,0,0,0,0,0,0,0,0,0,0.00986507571378368,0,0,0,0,0,0,0,0.00575698612052625,0,0.00212254049147755,0,0,0,0,0,0.112224153737498,0,0,0,0.00713803039088949,0.021572688760909,0,0,0.0872041631211156,0,0.541801206396232,0,0,0.00576849909701266,0,0.00629740678944087,0.267863066679018,0,0,0,0.0712334842589021,0,0,0,0,0.0016236276173482,0.0601165034360433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112845624132947,0,0,0.0171702736372479,0.00175353204032899,0.552319098154411,0.447629396595412,0.00441457124483345,0,0,0,0.00307346283951048,0,0.093810191268279,0,0,0,0,0,0,0,0.0858586641569028,0.170934567291305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531703927869844,0,0.0368009529809702,0,0,0,0.639186644174186,0,0,0,0.397402872437098,0.75942570744233,0,0.00220391250504551,0.0427648988078285,0,0,0.00756516092375482,0,0,0.212229790092873,0,0.00667708911380412,0,0,0,0,0,0,0,0,0,0.0030105242989321,0,0,0,0,0,0.320538210947623,0.0400774815052722,0.133367478325531,0,0,0,0,0,0.0016653842894794,0,0,0,0,0.160513254705887,0,0,0,0,0,0,0,0,0.00243089227837507,0,0,0.162983488232666,0,0,0.115933060334058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413274593912574,0,0,0.00950794903587777,0.202542975810418,0,0,0.0601661962845313,0.531977991731756,0.0200557751431716,0.00349833547083833,0,0.0057578138076759,0,0,0,0,0.0250785682116639,0,0,0.00219972945628639,0,0,0,0.00936780001614216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296798014150927,0.0891999905726801,0.0223633285863159,0.0248661280252105,0.677128704732377,0,0.00334311719810574,0,0,0.078079898323816,0,0,0,0,0,0.0213038673337288,0.106738653548491,0,0,0,0,0,0,0,0.119662367442205,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936265114170478,0.663526662842787,0,0,0.00175932066200396,0,0.282374805121434,0.00890284378556815,0,0,0,0,0,0,0,0,0,0.000519745605080222,0,0,0.00509248901044142,0.00746436272445728,0,0,0,0,0,0.0626442354806953,0.0891129297985514,0.000813598683160987,0,0,0,0,0,0,0,0.34374568513198,0,0.00263998767424612,0,0,0,0.0436708485393706,0,0,0,0,0,0.00074644295576393,0.0813970024477918,0,0.113355863868025,0,0,0,0,0,0,0,0.00683204634243058,0,0.00159499417733684,0.00125204900748235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777658435309686,0.0220603228004726,0,0,0,0,0.0439477205810354,0,0,0.0250098629058868,0,0.162084239591666,0,0.000861187390630908,0.00175376866547814,0,0,0.219698400671145,0,0,0,0.00105995524331348,0,0,0,0,0,0.251550706822734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825701484775927,0.364416273980718,0,0,0,0,0.0139140651213687,0,0.230377479040377,0,0,0,0,0,0,0,0.110782947139262,0.121433258717545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013820906904111,0,0,0.0415647774107228,0,0,0.539994332566549,0,0,0,0.0771063810046224,1.05019702839808,0.00805995217663882,0.013278589199715,0.119006546296495,0,0,0,0,0,0.0125613499920019,0.00329997146979987,0.0124216207486784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000781442937024637,0,0,0,0,0,0,0,0,0,0,0,0.142182451037286,0,0,0,0,0.00163585760350375,0,0.0204915367986888,0,0,0,0,0.0061674907344428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773756459319162,0,0.000738438763791328,0.000895581644832515,0.391452164320528,0,0,0.0137408611183837,0.565757152729636,0,0.00106541232307829,0,0,0,0,0,0,0.00147460829806712,0,0,0,0,0,0,0,0.00169868027008866,0,0.0066873619746896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034448175457184,0.715860166912598,0,0,0,0,0,0,0,0,0,0,0.136870169783041,0.663422571589615,0,0,0,0,0,0,0,0.11449772770797,0
0,0,0,0.00755997171746601,0.00127796355669757,0,0,0.00120819716974818,0,0,0,0,0,0,0,0,0,0,0.000605541386093391,0.262665978075336,0,0,0,0,0.163754307083728,0.0665356489625984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347068516283988,0.156729847004098,0,0,0,0,0,0,0,0,0.249109098650032,0,0.00379611594352499,0,0,0,0,0,0,0,0,0,0,0,0,0.0570772722095963,0,0,0,0,0,0,0,0,0,0,0,0,0.0246137591977343,0,0,0,0,0,0,0,0,0,0,0.0214003634877386,0.0313608315214756,0.180767989633862,0.00139270975205554,0,0,0,0,0,0,0.0162062397457449,0,0.074237451933685,0,0,0.00684649560133408,0.00225612664962075,0,0,0,0.00394002400895424,0,0.19716022013847,0,0,0,0,0,0.0125419369953546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241500310852023,0,0,0,0,0.0133222622396665,0.226404931529009,0,0,0,0,0,0,0.0636819265908733,0,0,0,0,0,0,0,0.0991440829400444,0.103297955865767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495576549148492,0.0994401542677439,0,0.0669322361402126,0.908719343323046,0,0,0,0.246871633723074,0.654286821614451,0.0303026546336978,0,0.00395122597762634,0.00174145503694665,0,0,0,0,0.00382192799971108,0.0258926633891619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325523603652943,0.106812446122992,0,0,0,0,0.00223460868509518,0,0,0,0,0,0,0.0100701694495742,0,0,0.00128351570435702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169405090112831,0,0.00485159699041467,0,0.395488775312112,0,0.00123491298722406,0,0.309480513633674,0,0,0,0,0,0,0,0,0.0216956314511662,0,0,0,0,0,0,0,0,0.0219974003637358,0.00081480783788519,0,0,0,0,0,0,0,0,0,0,0,0,0.00669837069349438,0,0,0,0.787455959652628,0,0,0,0,0,0,0,0,0,0,0.105718463403342,0.975198973526103,0,0,0,0,0,0,0,0.0966321042966112,0
0,0.145342494269182,0,0,0,0,0,0.0105943596358007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994034364266109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553613995359133,0,0,0,0,0.674575367258114,0.0660027708976346,0,0,0,0,0,0,0,0,0.278273143887776,0,0.246165241839889,0,0,0,0,0,0,0,0,0,0.578853242533002,0,0,0.0370613547977535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269368411764138,0,0.232555077898084,0,0,0,0,0,0,0,0.43627780806546,0,0,0,0.0797871169845321,0,0.0161789950052134,0,0,0,0,0,0.0496140085014829,0,0,0,0,0,0,0,0,0,0.0474586423060115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806923618056885,0,0,0,0,0,0,0,0.215995618312643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898601282707962,0,1.14050971084658,0.236600431168292,0,0,0,0.209403428969222,0.0153815606763079,0.234281232788456,0,0,0,0,0,0,0,0.0222600038870382,0.535686532449225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981092936308115,0,0,0,0,0,0,0,0.364179742851511,0,0,0,0,0,0,0.0685566582963284,0.106014008743731,0.010613628738315,0,0.218025335504415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043865420851597,0,0,0,0.759194497120825,0.0564124298096755,0,0,0,0,0,0,0,0.134297028714181,0,0,0,0,0,0,0,0,0.276617126484004,0.0207197257240697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690280460726233,0,0,0,0,0,0,0,0,0,0.564622593630677,0.292321326462837,0.967124556711142,0,0,0,0,0,0,0,0.0762566008553464,0
0,0.034022769137557,0,0,0,0,0,0.00758750380436684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223104246005828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504474581557092,0,0,0,0.17452641819001,0.364191483007738,0.00216632653157671,0,0,0,0,0,0,0,0,0.218336165210785,0,0.0430609871675871,0,0,0,0,0,0,0,0,0,0.483637995186668,0,0,0.00110160120759819,0,0,0,0,0,0,0,0,0,0,0,0,0.00197780974500142,0,0,0,0,0,0,0,0,0,0,0.011346305656396,0.00614444174347368,0.0271099256305798,0,0,0,0,0,0,0,0.354058586543433,0,0,0,0.0146692063546822,0.00128222693922466,0.00749656916131514,0,0,0,0.0079613108967229,0,0.057464723835519,0,0,0,0,0,0,0,0,0,0.00303088607092765,0,0,0,0,0,0,0,0,0,0,0.00290834237320518,0,0,0,0,0,0,0,0,0,0,0,0,0.001441522527689,0.357841415936597,0,0,0.00310631424696345,0,0,0,0,0.00498501941789946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178013231930557,0,1.00042152646788,0.0067461281173331,0,0,0,0.11689164996994,0.00600291998691859,0.0940434290915867,0,0,0,0,0,0,0,0.0130473368827268,0.0560625492109754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945433411857636,0,0,0,0.0101312667142091,0.351537444404315,0,0,0,0,0,0,0.00484993608126459,0.12663944935099,0,0,0.110764240931667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05501678222543,0.00192694243902195,0.0216928929484157,0,0.571254669242808,0.0198079825221515,0,0,0,0,0,0,0,0.0131777831192277,0,0,0,0,0,0,0,0,0.386415354927448,0,0,0,0,0,0,0,0,0,0,0.00207093609816806,0,0,0,0.0653470123431736,0,0,0.120455059977454,0,0,0,0,0,0,0,0,0,0.242981674237307,0.0534202654850871,0.370625835526708,0,0,0,0,0,0,0,0.0133038190440873,0
0,0.0754444962846337,0,0,0,0,0,0.0107688794047836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256009837271582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564308916112461,0.369664879228076,0.0243553693913103,0,0,0,0,0,0,0,0,0.651905658505668,0.0166864695264359,0.197086506408028,0,0,0,0,0,0,0,0.00135706356919738,0,0.712819722179631,0,0,0.00361336762058158,0,0,0,0.0120441185023928,0,0.00287397231526194,0,0,0,0,0,0,0.00124420030023548,0,0,0,0,0,0,0,0.0013957262590612,0,0,0.0201998743147484,0.00558940553077385,0.0206700279296269,0,0,0,0,0,0,0,0.376883329538272,0,0,0,0.194845552709069,0.0065919706430686,0.00687194856543376,0,0,0,0.00459891480393715,0,0.00308836459349904,0,0,0,0,0,0,0,0,0,0.0220192059445743,0,0,0,0,0,0,0,0,0,0.000737755831684935,0.00437823794468031,0,0,0,0,0,0.00234098779398824,0,0,0,0,0,0,0.066756013813526,0.362716392726964,0,0,0.0318897094307594,0,0,0,0,0.0272514600942909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645935268465135,0,0.976169729682096,0.033489890842512,0,0,0,0.378555912896396,0.126327783903355,0.22434030320771,0,0,0.00181757133186446,0,0,0,0,0.00569145250782838,0.125255435310071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507669432967631,0,0,0,0.223305058316759,0.608518744485461,0.00270080476089247,0.00295236919512117,0,0,0,0,0.0344531284372705,0.0795851419360308,0,0,0.182458404977365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127920872141166,0.00380380820817622,0.0315818881586077,0,0.73164380682215,0.0874985526175592,0,0,0,0,0,0,0,0.0759795560721291,0,0,0,0,0,0,0,0,0.313505380713877,0.0532686974670209,0,0,0,0,0,0,0,0,0,0.00427704299132465,0,0,0,0,0,0,0.0452378080301841,0,0,0,0,0,0,0,0,0,0.426832661106285,0.186200946660609,0.87559599477475,0,0,0,0,0,0.00293357186328365,0.00255916005507186,0.0383225266933444,0
0,0.0391417737543776,0,0,0,0,0,0.00490837892453785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167884264899002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105983747875,0,0,0,0.0212403872471334,0.390738856803553,0.0193221810401531,0,0,0,0,0,0,0,0,0.309836109270665,0.018442713333784,0.117455367313924,0,0,0,0,0,0,0,0,0,0.689805442338631,0,0,0.00314144182462807,0,0,0,0.00413398982711441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163860055157993,0.0216073628770769,0.0230754333793444,0,0,0,0,0,0,0,0.559982372248082,0,0,0,0.177397960383662,0.00571081667452848,0.0026442928640028,0,0,0,0.0232525282776953,0,0.0807302465039949,0,0,0,0,0,0,0,0,0,0.2482488982422,0,0,0,0,0,0,0.0194093481575663,0,0,0.0026621508589513,0.0016199874987963,0,0,0,0,0,0,0,0,0,0,0,0,0.0960422344518232,0.363371716451505,0,0,0.0102309188267912,0,0,0,0,0.0327595487491676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00428571303474366,0.457338485935551,0,1.07290552116051,0.0760863670340041,0,0,0,0.209928217696116,0.273462397560712,0.245859669931907,0,0,0.006084009214952,0,0,0,0,0.00424516036532079,0.0558204321130985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225434467971464,0,0,0,0.13610093016805,0.568454417793666,0.0117874289277815,0.00563468838320476,0,0,0,0,0.00842005798827392,0.0413355283216698,0,0,0.0909334013972849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182829580296172,0,0,0,0.12473428153552,0.00975713898648025,0.031545326108631,0,0.668811579434974,0.0238594539842432,0,0,0,0,0,0,0,0.0217025800377192,0,0,0,0,0,0,0,0,0.564668602142319,0.0660145960596815,0,0,0.00349571338728038,0,0,0,0,0,0,0.00238053314705219,0,0,0,0,0,0,0.0949030974743818,0,0,0,0,0,0,0,0,0,0.451982605379356,0.0526217478466342,0.688084081028016,0,0,0,0,0,0.00135051338141358,0,0.0483845326218947,0
