"Longitude","Latitude","Depth","SBT","SBS","Chl","SBT_sea","Chl_sea","Fishing"
-28.75,66.25,344.105263157895,3.17435065500046,34.9882664036398,0.0980101996346524,1.1557584401024,2.0014066915763,0.331363306233757
-26.25,63.75,235.917338709677,6.40729807212108,35.1814608095259,0.17466918599882,1.18032501118198,2.45754400448453,1.08563603917437
-26.25,66.25,194.971807628524,5.24100331750823,35.1261616128483,0.213871550049701,2.42984546020405,2.76955785225478,1.06015465226933
-23.75,63.75,211.228865979381,6.47888998297072,35.1810612499752,0.285781611024028,1.56173268220167,3.13205731382075,1.01117247416801
-23.75,66.25,154.547651933702,3.79279602912785,34.9898673164355,0.329030810003761,3.57015673872804,2.76391768628392,0.887896906547197
-21.25,63.75,174.415094339623,6.66982083514614,35.17215027263,0.275646286600697,1.68226776553212,3.16520081020001,0.956196661640263
-21.25,66.25,183.681423611111,3.3285686474992,34.8508502895129,0.316539733538068,2.44905824738089,3.17294776087834,0.82763566604505
-18.75,63.75,671.330508474576,7.10369570098691,35.1998677548274,0.135684291879504,0.794503357071998,3.43886604349492,0.800586800454027
-18.75,66.25,224.860091743119,2.91049230840365,34.8085859162442,0.374256703571134,2.16685392883598,3.75950321227039,0.668610453016099
-16.25,56.25,276.714285714286,9.38214406690427,35.3445030748844,0.669769557459014,0.707296974956989,1.83742671353476,0.361341819876716
-16.25,63.75,735.297142857143,5.87852570848806,35.1443481573037,0.194725137246507,0.81586753146989,3.00494481086731,0.806976414918899
-16.25,66.25,198.06393442623,2.96882971200298,34.7083705944605,0.522992265651949,2.95932923042383,2.92550158617926,0.850657832231678
-13.75,53.75,382.666666666667,10.6251716762781,35.4935351293534,0.579404105742773,0.390392772853374,1.72634073098501,0.480350246032079
-13.75,56.25,189.927480916031,9.59185967580166,35.3703001457203,0.658470225413792,0.833085418202495,2.10111176512624,0.464640869467541
-13.75,58.75,180.941176470588,9.41724189151736,35.3534940671285,0.698383757223686,0.818147382096333,2.07376511307324,0.480567789837426
-13.75,63.75,369.7015625,5.75160757668782,35.1148973869567,0.167517364671221,1.39755851794034,2.69579278621823,1.01694144122303
-13.75,66.25,188.561555075594,2.5877790612935,34.7507675608809,0.246322730833717,1.77900419981253,3.08751509282295,0.95503384544319
-11.25,38.75,251.909090909091,11.9069046825171,35.8826923649758,0.233078663999384,0.66525911539793,0.856579275293784,0.670881986618042
-11.25,48.75,244.513513513514,11.1681240033862,35.5442480939264,0.339470140031866,0.827167081470425,1.79337501606426,0.380399552551476
-11.25,51.25,210.976,10.8994007479548,35.4911628238857,0.352663080672423,0.92684664362669,1.97901292276382,0.39912837878863
-11.25,53.75,194.544117647059,10.7317997578751,35.4350278555306,0.341120439247393,1.24830469563603,2.0150429748437,0.63721501152305
-11.25,56.25,261.416666666667,10.6702780332416,35.4511906974949,0.749543190002441,1.10550248622894,2.49076416095098,0.911974713206291
-11.25,63.75,246.084782608696,5.48877066253968,35.1192278224651,0.163011089210277,1.89573762397403,2.50582286119461,1.05063593802245
-11.25,66.25,233.515113350126,1.4794868521336,34.8292950307364,0.228253480009453,1.3496511767921,3.39872247836452,0.885278883073432
-8.75,36.25,175.956043956044,12.8057761889074,35.9817921542204,0.467451243159863,1.60155771689101,1.26100935504495,0.699083814581672
-8.75,38.75,180.816326530612,12.2899556192512,35.8947310393334,0.499011697361664,1.27952326232073,1.16573867061917,0.510841372913244
-8.75,41.25,144.821016166282,12.3464235030545,35.7949905753497,0.839651000227857,1.35280926277814,1.88778299181862,0.591292495712397
-8.75,43.75,249.521939953811,11.6966710454219,35.7303660457597,0.861242104829321,1.06328234857692,1.52665475843685,0.492215702271489
-8.75,48.75,190.789237668161,10.9857794787451,35.5248314274199,0.494452425466658,1.07806593567267,1.8434953529204,0.27270653509773
-8.75,51.25,109.657657657658,10.5933647908371,35.3210574362075,0.671573668865168,1.70911241292551,1.96061982093631,0.350951347500086
-8.75,53.75,75.3010752688172,11.6430407548624,35.1407592087203,0.489144207398978,4.43296904321159,2.59199696747206,0.38322977825839
-8.75,56.25,132.307843137255,10.6149088401128,35.3517527168836,0.535791238733366,2.5969599949963,2.57439422210058,0.670197182630791
-8.75,58.75,196.884297520661,9.82630908421495,35.3801080025733,0.142952757556576,1.42782435430722,2.54644669678586,0.789956406867209
-8.75,68.75,850,-0.549241594970226,34.9101229570806,0,0.145512253046036,1.22694418827693,0.0644051445027192
-8.75,71.25,469.2,0.0830042615532864,34.9153111036867,0,0.669161045551299,6.46819238662721,0.0247207030653954
-6.25,36.25,256.529411764706,13.0112308189273,35.8991919441477,0.328161912805894,0.979062506381203,1.44670989539693,1.0185584601234
-6.25,43.75,225.402723735409,12.4698889858818,35.6209667290811,0.451301296745293,2.5410257211745,1.18869383873759,0.613740013963054
-6.25,46.25,164.833333333333,10.8523880828172,35.630436076317,0.595221334695816,0.758848841115832,1.56236631199718,0.344762932881713
-6.25,48.75,151.217142857143,11.8062930996077,35.5237281080335,0.568473623394966,1.47084845679147,1.80082421166556,0.457871913399015
-6.25,51.25,86.5686274509804,11.5167409500279,35.0826893130928,0.698768613959144,3.33465237953082,2.47361115915101,0.260912555335116
-6.25,53.75,66.732,9.71035079026222,34.6039490628988,1.12011321105808,4.86931998203695,2.3516579669714,0.28946229788661
-6.25,56.25,95.4483870967742,10.7026044198102,35.0159877284821,0.648694916309849,5.28273508358867,2.11268427487343,0.433866799406467
-6.25,58.75,122.149090909091,9.27662555158138,35.207867084071,0.32807041074742,3.37103593379259,2.55794322447343,0.588501714034514
-6.25,61.25,480,7.32966095209122,35.2534561883658,0.172267884016037,2.13434247672558,1.54831480979919,0.508526682853699
-3.75,43.75,191.577586206897,12.4244798515634,35.608418024113,0.379015202494873,2.33441340576472,1.44880964262304,0.587277625227111
-3.75,46.25,149.443005181347,11.6497498280875,35.5802532894672,0.515896427700866,1.26123100797129,1.57091173643507,0.494293117268407
-3.75,48.75,90.1111111111111,12.8549760505557,35.4457227978855,0.65528834445609,3.16181930713356,2.03253078129557,0.41706093483501
-3.75,51.25,56.1176470588235,11.2015334744664,34.5080864752698,0.828009149169221,5.20638590349871,1.81772645782022,0.308200150728226
-3.75,53.75,50.8579710144928,10.1029262044507,34.0502484729918,1.2294658816811,7.09556512320819,3.06000361027925,0.242911319434643
-3.75,56.25,63.375,8.99162268033251,34.7116572753294,1.54791045188904,6.06802575197071,6.17757588624954,0.187790520489216
-3.75,58.75,89.7597402597403,8.92316470933812,35.1498617025624,0.563614884488188,4.59500550292432,2.50690692856714,0.510350967479216
-3.75,61.25,178.72,9.23691642075778,35.3295693509281,0.738765425086021,2.62291207373142,3.10660932540894,1.01954271793365
-1.25,43.75,191.654811715481,12.0896566214359,35.6222640750267,0.514623825956588,1.42234539592865,1.46802145334654,0.472503863243877
-1.25,46.25,60.42,14.3824250069261,35.2658314439468,0.894781140983105,4.72173832990229,2.09286686034873,0.283981307595968
-1.25,48.75,34.372,16.1751144794226,34.5770134264603,1.24031430888176,9.14927139258385,4.4335776104927,0.656407280564308
-1.25,51.25,49.2176165803109,15.9815312463771,34.6838195125423,0.924175550842687,8.2591321818878,2.25654481235563,0.650215868736796
-1.25,53.75,74.2666666666667,7.53101800829172,34.7178563475609,0.785053173700968,3.52198247909546,2.37871199448903,0.646034646199809
-1.25,56.25,73.8559670781893,7.84164398784439,34.9275517889678,0.704574337585565,4.55897852240337,2.44518731381177,0.348084899577707
-1.25,58.75,110.696060037523,8.01876866638549,35.2495483304487,0.559455665922243,3.01097515175088,2.23774515956249,0.839712916490732
-1.25,61.25,138.877192982456,8.763293311941,35.3414994110598,0.809153258120805,2.42383784487059,2.54968708398049,0.84967447001683
1.25,48.75,26.5204081632653,14.6978555511759,34.4511152325882,1.01587203418722,10.1478054917284,4.0726223770453,0.452930643242233
1.25,51.25,35.8327974276527,13.2990590263386,34.3941736999312,1.25801638967187,9.9635236009093,4.77553599612889,0.564923219897835
1.25,53.75,47.9821428571429,8.29279077693354,34.5787212367993,1.38142012240132,7.50171011949091,2.79429363432739,0.754476900744651
1.25,56.25,80.6464646464647,7.36948914825916,34.9999675992876,0.360337984782678,2.68561033532023,1.71977870632904,0.57328087071377
1.25,58.75,117.085048010974,7.4079541158345,35.2258974301088,0.297736395615446,2.0462361679033,1.79106230418541,1.04643692172277
1.25,61.25,152.842412451362,8.3009190464588,35.3268817033626,0.711265275160626,1.9782819818227,2.37803408932593,1.08340892984246
1.25,63.75,693.666666666667,2.18936736881733,34.9973550299183,0.120483137667179,1.19608142226934,2.21354550123215,1.08633208274842
3.75,41.25,360.545454545455,13.2259035632014,38.4843952953815,0.20374152877114,0.370616778731346,0.479531350460919,0.239252284169197
3.75,43.75,154.442832764505,13.848450817333,38.3276283501015,0.435076369538446,2.4300574589864,0.841790857317988,0.336810456429936
