"Longitude","Latitude","Depth","SBT","SBS","Chl","SBT_sea","Chl_sea","Fishing"
3.75,51.25,27.8857142857143,10.8901016360521,33.4061708115041,1.95524840037738,11.8129525675944,9.57748077937535,0.468892896260534
3.75,53.75,37.7940199335548,9.77179060643694,34.4792239095682,1.08207331518596,10.0644419018885,3.47400642768093,0.741820756036578
3.75,56.25,56.2252964426877,7.57363243044718,34.9762765508469,0.467262279364981,4.62590543342673,1.79518513505167,0.607301282317271
3.75,58.75,135.909407665505,7.41686349889127,35.1934665817287,0.511488597870358,2.09238728878286,2.23433631568559,0.790698541789105
3.75,61.25,142.298561151079,8.22280554993333,35.3094763156,0.560930005455618,2.1260800842973,2.14994684655032,0.879547958536971
3.75,63.75,362.086956521739,6.89882451976123,35.1660803689257,0.504668077696925,1.59297065695991,1.73469451199407,0.992923963329067
3.75,66.25,814,-0.677053112536669,34.9017303669825,0,0.273567918688059,1.65630543231964,0.496733292937279
6.25,43.75,297.875,13.5393231064081,38.4097694477532,0.404822626461585,1.39338358584791,0.664770076672236,0.267384141062697
6.25,53.75,35.6187845303867,10.03756998148,34.0448262631759,1.0992261408468,11.8093439472726,3.69637428364042,0.680938608321819
6.25,56.25,46.1328413284133,8.21050306393102,34.5161676643987,0.743694728865835,8.04744039610633,2.12774616325913,0.759935233975688
6.25,58.75,229.184466019417,7.15792766980176,35.1204784501127,0.742331973234837,1.59336011900196,2.70117865218314,0.658178804761769
6.25,61.25,170.176470588235,10.4395329689278,33.0529818968738,0.118534989216749,9.02397138318595,1.58581468988867,0.73143191372647
6.25,63.75,184.903614457831,8.82746086031737,34.5902209548863,0.55616125428533,3.89078785559858,1.98326551303806,0.993246018707034
6.25,66.25,565.513513513514,4.13515494663168,35.0609833727012,0.28159301466233,1.28538023056211,2.24648836174527,0.662369620961112
6.25,78.75,851.592592592593,1.05698146671057,35.0015654539068,0.406504116676472,1.32184480875731,2.19654617486177,0.0907642022120181
8.75,41.25,361.128712871287,13.8818821949091,38.6556807730236,0.0852070551107425,0.365605699912746,0.43949722786351,0.371669375554354
8.75,43.75,400.514705882353,13.8731668764616,38.5129227576887,0.0941953842035111,1.10008814361166,0.398784131797798,0.400053210118238
8.75,53.75,25,6.37924528262905,33.157865620042,1.03228523884271,13.70153721281,5.76884286145906,0.665939052413042
8.75,56.25,49.2590361445783,9.98578610639256,34.0748901843621,0.872773978275707,8.56895325494459,3.02887174953897,0.5930853216763
8.75,58.75,229.419607843137,7.09201008765136,34.7731546898756,0.465407736044304,3.0989255660597,3.78195574108292,0.595495868722598
8.75,63.75,218.471074380165,8.64499761164188,34.7896883433515,0.536442453395729,2.76546121659604,2.4674645997276,0.998841564517376
8.75,66.25,438.6,6.1224463775754,35.1684926580638,0.501517956852913,1.08917386293411,1.76981074810028,0.879978060722351
8.75,68.75,626.5,0.711075185984374,34.9459822056815,0.148458763957024,1.7998351983726,1.54472631216049,0.710309445858002
8.75,78.75,595.580086580087,1.84495845916016,35.0336139256667,0.630135890015792,1.40882476259555,2.12638928299342,0.323346144031911
11.25,56.25,41.2249322493225,10.2080972901568,31.6866446820247,1.52703032458862,10.0816858826977,5.72971686761231,0.594984731296214
11.25,58.75,122.934560327198,8.21729498228595,34.098630173966,1.06891268631919,5.65880118648699,4.89100537465881,0.655075319004693
11.25,63.75,284.333333333333,8.46348461508751,35.193945094943,0,1.13284707069397,1.96766579151154,1.10619799296061
11.25,66.25,203.095652173913,7.80806167559779,34.6279992406135,0.428021018790162,3.4858230875886,2.22720721960068,1.1141778577929
11.25,68.75,299.359090909091,5.77647301778197,34.9541389709338,0.44019662104547,1.83849160708487,2.19941882057623,1.08874519684098
11.25,76.25,661.210526315789,1.66645616049829,35.0267036631703,0.686284914769624,1.38414225993972,1.99427910854942,0.424922697010793
11.25,78.75,430.177142857143,3.00384116355862,35.066909619474,0.66780764579773,2.18825037181377,2.50686967202595,0.40638174015696
13.75,56.25,22.8636363636364,9.98139204271138,29.9396981718019,2.33228587020527,10.4483002480119,7.79831213300878,0.255412593483925
13.75,66.25,199.135135135135,8.51592366256424,33.4621434074801,0,9.21553407770556,2.82892378923055,0.967818697562089
13.75,68.75,196.630872483221,6.67226767992513,34.7776849154108,0.456508144686286,2.83422734550882,2.04121942408133,0.855489507617566
13.75,71.25,756.58,1.24725365772843,34.980040862225,0.456453989744186,1.8160222157836,1.52233634471893,0.395941416025162
13.75,73.75,767.970833333333,1.45252847671509,34.9858342926018,0.468481261407336,1.83662220966071,1.58222938627005,0.433887324792643
13.75,76.25,664.857142857143,1.81256841202932,35.0191766724622,0.644760253636854,1.58780175028369,1.55671129056386,0.343394655057983
13.75,78.75,173.269230769231,3.62090143905236,34.9814306281937,0.623520396076716,3.95767786640387,2.27041806165989,0.143091459720521
16.25,68.75,268.586206896552,5.48994206084773,34.8283631686956,0.286888524975585,2.35868930148667,1.91602851604593,0.673076281431078
16.25,71.25,619.629711751663,3.0934439032543,35.0437412470034,0.574480018072541,2.00706608193677,1.89247007261623,0.486564776849852
16.25,73.75,562.646596858639,2.90532968306417,35.0480354621431,0.446275183141076,1.68494767836095,1.45896885469946,0.456457968255144
16.25,76.25,342.243902439024,3.56871169596547,35.0892517204601,0.752775189898363,1.84885894098296,2.02841299481508,0.617453868796186
16.25,78.75,154.666666666667,3.39488918334246,35.0616982206702,0.47012597322464,3.6717429086566,1.38309466838837,0.00156602030619979
18.75,68.75,348.269230769231,8.36235096993354,34.4458307873888,0,4.60217244407305,1.83067899942398,0.655421653619179
18.75,71.25,206.700374531835,6.77195268007142,34.9629359806396,0.266852867402388,2.16516274222162,2.09252231978299,0.895694873306189
18.75,73.75,282.816143497758,3.87553937586166,35.078741143136,0.258826400934313,1.71473404738401,2.11191162186353,0.6325479633605
18.75,76.25,145.745762711864,2.4207576729231,35.0343953620769,0.519508038031853,2.65831321364237,2.32767509050288,0.848036253603838
18.75,78.75,272.428571428571,2.08504638395139,34.7852150576987,0.330858486039299,2.72050712789808,1.35080223424094,0.04955985518505
21.25,68.75,315.904761904762,7.47294099416052,34.3551947269589,0.0312540928522746,4.85390789061785,1.3970238452866,0.444514469021843
21.25,71.25,240.717857142857,6.44510637056082,34.9125589881026,0.195173128840647,2.28968343372856,2.27845301798412,0.774026817775198
21.25,73.75,342.776470588235,2.96655675698729,35.0572221726179,0.243310596428665,1.4061808944625,2.38534912572188,0.528815312595928
21.25,76.25,124.444444444444,1.79694002866745,34.8857759684324,0.443396249082353,3.21717174500227,3.18043987883462,0.916863657368553
21.25,78.75,111.333333333333,-0.74700153619051,34.8277229815722,0.960160692532857,2.89779350906611,1.51292139291763,0.121864866969797
23.75,71.25,268.475524475524,6.09975136272036,34.9864405723145,0.302049696966485,1.89262051593799,2.36903223061895,0.861008201028918
23.75,73.75,365.127358490566,3.00913829497009,35.0831499496774,0.261456446687006,1.19036352040492,2.99675162487997,0.514430068011554
23.75,76.25,103.05,1.89096959084272,34.9562822026201,0.357496402412653,2.80615863259882,2.68237074762583,0.833472582325339
23.75,78.75,131.733333333333,0.452204981446266,34.7437970805913,0.0341902891794841,1.40482802689075,1.2094986975193,0.170315581963708
26.25,71.25,254.480176211454,6.07401116377785,34.9223639715529,0.229944516613357,2.25896286063454,2.40725383031211,0.587228212981497
26.25,73.75,380.780952380952,3.28927537628583,35.0976228660771,0.234993854945614,1.00757469311357,3.2529625254018,0.486050117157754
26.25,76.25,144.308641975309,1.83734201391538,34.9835746042016,0.138981067472034,2.02651041001081,3.37183094797311,1.02965237549794
26.25,78.75,269.270833333333,1.3770027954597,34.907818173815,0.138425779839357,0.582819604547694,0.743454129435122,0.713900570441182
28.75,71.25,286.899082568807,5.35138509292668,35.0347355375528,0.256559460512177,1.52481448664031,3.25027804782996,0.550410092059261
28.75,73.75,359.212871287129,3.63133611954232,35.1077605220996,0.27088629860099,1.06710597105546,3.16776786552797,0.523248610225054
28.75,76.25,239.697478991597,2.07585697865286,35.0350052106562,0.142512048868572,1.47024945282385,3.31360396742821,0.965811114351289
28.75,78.75,306.991452991453,1.67449037845318,34.9398589406449,0.220482610484474,0.563481238025885,0.661286074508969,0.41893520573966
31.25,68.75,301.484848484848,5.01475987583399,34.6504381857812,0.185611679698482,2.53181554377079,1.89884433963082,0.648939618558595
31.25,71.25,262.030690537084,4.73509061102138,34.9154344265637,0.26076063655717,1.68967202747874,2.97466783175993,0.522000308727364
31.25,73.75,305.789473684211,3.53994055335459,35.0951534673866,0.288561720871612,1.4307257127605,3.63056500522714,0.315930667362715
31.25,76.25,312.363636363636,2.20909897238016,35.0681834039278,0.147090966728601,1.30178644135594,3.42295851716489,0.549015860440153
31.25,78.75,231.225,1.4786034911871,34.964102570666,0.0427444919943809,0.934543900005519,1.32989717945457,0.375485537946224
33.75,68.75,214,3.61470383405685,34.6919156145304,0,1.3916440308094,3.60220885276794,0.477600961923599
33.75,71.25,243.8,3.87509996406734,34.9078255915083,0.132555618964963,1.37973367385566,3.66578680839803,0.384980874756972
33.75,73.75,254.153439153439,2.67973296557154,35.0754154025621,0.252482200307506,1.54931718323912,4.27283291242741,0.478075351033892
33.75,76.25,223.745283018868,1.79138066949991,35.0387901445534,0.139499850711733,1.38624052717438,3.59921945434696,0.661757601881927
33.75,78.75,237.170212765957,1.46331254915988,34.9483035603895,0.00529575950287757,0.913342366827295,1.00083229326187,0.346836848224097
36.25,71.25,213.4921875,2.89322910405463,34.9399500315485,0.0730292265070603,1.31445699819596,4.63306075520813,0.376522797858343
36.25,73.75,242.090909090909,1.74172288111665,35.0561704190279,0.240717898346176,1.55138951133598,5.64963581640858,0.48138622139111
36.25,76.25,201.617021276596,1.22460585888079,34.9963864460191,0.0948026380006303,1.46857405049687,2.99716110606777,0.555208347896312
36.25,78.75,177.227272727273,0.903295185416937,34.8634435096756,0.016292234713381,0.996257320046425,1.03698421879248,0.269048459743234
38.75,71.25,284.483333333333,1.18698082230985,35.000279720407,0.0182747473319371,1.01223792135715,6.28825549284617,0.441704688469569
38.75,73.75,227.86,0.109753124713898,35.0131534449756,0.387666501998902,1.01223792135716,5.41514916777611,0.537375193834305
38.75,76.25,226.78431372549,0.840162018204436,34.9754385513199,0.173972210171176,1.40864822619102,3.34894740055589,0.453525948758219
38.75,78.75,209.2,0.502291959151626,34.8570207506418,0.0115925446152687,0.830042419955134,1.88284520730376,0.147420409228653
41.25,68.75,131.111111111111,2.60889514535665,34.7071748692542,0,2.22044536471367,4.25299782223172,0.506770647234387
41.25,71.25,246.063492063492,1.43093881117446,34.9549803217607,0,1.32334070014102,5.27442424827152,0.541617481481461
41.25,73.75,282.4,-0.0440224943416459,35.0049047278506,0.321153027244977,0.734767121289458,5.114425606387,0.509816834756306
41.25,76.25,222.25,0.507425727322698,34.983575460501,0.158405370671641,1.23629926890135,3.50614069537683,0.466233804144643
41.25,78.75,300.75,0.759453127160667,34.9024933297187,0,0.698202459141612,0.718650460243225,0.0189689304679632
43.75,68.75,87.8,0.910007037967444,34.6996978344396,0,2.86224554926157,3.27399815320968,0.636875826120377
43.75,71.25,186.021276595745,1.60581191106045,34.9193109764143,0,1.66218087711233,3.45955863404781,0.656253964342969
43.75,73.75,316.714285714286,0.194346247506993,35.0277282131304,0,0.742646128471409,4.89363874707904,0.525275522044727
43.75,76.25,254.588235294118,0.901256483705605,35.0018580060671,0.0697362212573781,1.31572834095534,3.50939860326403,0.491655106053633
43.75,78.75,256,0.550645485520363,34.9350464064628,0,0.863063447177409,0.725601971149445,0.122925831004977
46.25,68.75,82,0.635120719671249,34.7254859749228,0,2.59431745111942,2.01668453216553,1.11329245567322
46.25,71.25,142.368421052632,1.107804243894,34.9112205525958,0,1.81475264579058,2.73429600606885,0.640040199484741
46.25,73.75,287.875,0.432233668863774,35.0184636656195,0,1.12942899763584,6.55707582831383,0.564242571592331
46.25,76.25,242,0.674672707915306,34.955900721252,0,0.787377543747425,0.354626029729843,0.293849110603333
46.25,78.75,275,0.3287148848176,34.90757974796,0,0.657002471387386,0.545485864082972,0.175354699604213
48.75,71.25,152.444444444444,0.718375213444233,34.8495945800096,0,1.7872046045959,1.75914940072431,0.816832062270906
48.75,73.75,234.166666666667,0.86236154101789,34.9651834345423,0,1.27524643577635,4.55907832086086,0.661655485630036
