"family","genus","species","taxon","habitat","feeding.mode","tl","offspring.size","spawning.type","age.maturity","fecundity","length.infinity","growth.coefficient","length.max","age.max"
"Sternoptychidae","Maurolicus","muelleri","Maurolicus muelleri","bathypelagic","planktivorous",3.01,1.48,"non-guarder",1,350,5,0.95,5,8
"Stichaeidae","Anisarchus","medius","Anisarchus medius","demersal","benthivorous",3.22,2,"guarder",6,700,56,0.12,13,13
"Stichaeidae","Bryozoichthys","lysimus","Bryozoichthys lysimus","demersal","benthivorous",3.13,2.55,"guarder",3.3,60882,56,0.12,27,10
"Stichaeidae","Bryozoichthys","marjorius","Bryozoichthys marjorius","bathydemersal","benthivorous",3.13,2.55,"guarder",3.3,32000,56,0.12,30,10
"Stichaeidae","Chirolophis","ascanii","Chirolophis ascanii","benthopelagic","benthivorous",3.23,2.55,"guarder",3.3,75323,48,0.2,25,10
"Stichaeidae","Chirolophis","decoratus","Chirolophis decoratus","demersal","benthivorous",3.42,2.55,"guarder",3.3,32000,56,0.12,42,10
"Stichaeidae","Chirolophis","nugator","Chirolophis nugator","demersal","benthivorous",3.6,2.55,"guarder",3.3,32000,56,0.12,15,10
"Stichaeidae","Chirolophis","snyderi","Chirolophis snyderi","demersal","benthivorous",3.42,2.55,"guarder",3.3,32000,43,0.11,20,10
"Stichaeidae","Leptoclinus","maculatus","Leptoclinus maculatus","demersal","benthivorous",3.28,1.5,"guarder",3.3,1000,48,0.2,18,10
"Stichaeidae","Lumpenus","fabricii","Lumpenus fabricii","demersal","benthivorous",3.28,2.55,"guarder",3,700,48,0.2,37,8.5
"Stichaeidae","Lumpenus","lampretaeformis","Lumpenus lampretaeformis","demersal","benthivorous",3.59,0.8,"guarder",3,700,48,0.2,35,9
"Stichaeidae","Lumpenus","sagitta","Lumpenus sagitta","benthopelagic","planktivorous",3.29,2.55,"guarder",3,700,48,0.2,51,8
"Stichaeidae","Lumpenus","","Lumpenus","demersal","benthivorous",3.29,1.7,"guarder",3,700,48,0.2,40,8.5
"Stichaeidae","Poroclinus","rothrocki","Poroclinus rothrocki","demersal","generalist",3.13,2.55,"guarder",3.3,60882,56,0.12,25,10
"Stichaeidae","","","Stichaeidae","demersal","benthivorous",3.13,2.55,"guarder",3.3,32000,48,0.2,8,10
"Stomiidae","Borostomias","","Borostomias","bathypelagic","generalist",3.68,1.77,"non-guarder",NA,45000,28,0.41,32,5.5
"Stomiidae","Chauliodus","macouni","Chauliodus macouni","bathypelagic","generalist",4.5,2.95,"non-guarder",NA,45000,23,0.35,23,8
"Stomiidae","Chauliodus","sloani","Chauliodus sloani","bathypelagic","generalist",4.2,2.95,"non-guarder",NA,45000,23,0.35,11,8
"Stomiidae","Melanostomias","bartonbeani","Melanostomias bartonbeani","bathypelagic","piscivorous",4.5,1.77,"non-guarder",NA,45000,28,0.41,26,6.8
"Stomiidae","Melanostomias","","Melanostomias","bathypelagic","piscivorous",4.26,1.77,"non-guarder",NA,45000,28,0.41,24,6.8
"Stomiidae","Stomias","boa boa","Stomias boa boa","bathypelagic","piscivorous",3.95,0.9,"non-guarder",NA,45000,26,0.5,32,6.8
"Stomiidae","Stomias","boa ferox","Stomias boa ferox","bathypelagic","piscivorous",3.62,0.9,"non-guarder",NA,45000,26,0.5,30,6.8
"Stomiidae","Tactostoma","macropus","Tactostoma macropus","bathypelagic","piscivorous",4.2,1.46,"non-guarder",NA,45000,28,0.41,38,6.8
"Stomiidae","","","Stomiidae","bathypelagic","generalist",4.3,1.77,"non-guarder",NA,45000,28,0.41,20,6.8
"Synaphobranchidae","Diastobranchus","","Diastobranchus","non-pelagic","generalist",4.09,1,"non-guarder",NA,694500,NA,NA,180,NA
"Synaphobranchidae","Synaphobranchus","kaupii","Synaphobranchus kaupii","bathydemersal","generalist",4.09,1,"non-guarder",NA,120000,137,0.52,54,NA
"Synaphobranchidae","","","Synaphobranchidae","non-pelagic","generalist",4.09,1,"non-guarder",NA,694500,NA,NA,74,NA
"Synbranchidae","","","Synbranchidae","non-pelagic","generalist",3.22,4.05,"guarder",NA,NA,102,0.11,58,NA
"Syngnathidae","Entelurus","aequoreus","Entelurus aequoreus","demersal","generalist",3.54,1.2,"bearer",2,600,26,0.74,61,7.5
"Syngnathidae","Hippocampus","hippocampus","Hippocampus hippocampus","demersal","generalist",3.15,1.52,"bearer",0.4,338,17,1.26,15,1
"Syngnathidae","Nerophis","lumbriciformis","Nerophis lumbriciformis","demersal","generalist",4.03,1.3,"bearer",0.5,357,30,1.05,17,3.8
"Syngnathidae","Nerophis","ophidion","Nerophis ophidion","demersal","generalist",4.01,1.2,"bearer",0.5,250,30,1.05,29,3.8
"Syngnathidae","Syngnathus","acus","Syngnathus acus","demersal","benthivorous",3.33,2.05,"bearer",1.5,221,23,0.63,21,3
"Syngnathidae","Syngnathus","rostellatus","Syngnathus rostellatus","demersal","planktivorous",3.69,1.41,"bearer",1.5,100,20,0.75,19,3
"Syngnathidae","Syngnathus","typhle","Syngnathus typhle","demersal","planktivorous",4.31,1.98,"bearer",1.5,175,26,0.56,35,3
"Syngnathidae","Syngnathus","","Syngnathus","demersal","generalist",3.48,1.41,"bearer",1.5,201,23,0.63,19,3
"Syngnathidae","","","Syngnathidae","demersal","generalist",3.3,1.45,"bearer",0.5,357,26,0.74,21,3.8
"Tetraodontidae","Ephippion","guttifer","Ephippion guttifer","demersal","benthivorous",3.55,0.85,"",1,56183,39,0.35,80,6.8
"Tetraodontidae","Sphoeroides","pachygaster","Sphoeroides pachygaster","benthopelagic","piscivorous",4.2,0.88,"non-guarder",1,167000,28,0.62,41,3
"Torpedinidae","Tetronarce","nobiliana","Tetronarce nobiliana","benthopelagic","piscivorous",4.5,210,"bearer",8,30,91,0.08,73,16
"Torpedinidae","Torpedo","marmorata","Torpedo marmorata","reef-associated","benthivorous",4.5,100,"bearer",8,19,91,0.08,100,16
"Trachichthyidae","Hoplostethus","atlanticus","Hoplostethus atlanticus","bathypelagic","generalist",4.25,2.25,"non-guarder",15.8,132465,54,0.05,67,149
"Trachichthyidae","Hoplostethus","mediterraneus mediterraneus","Hoplostethus mediterraneus mediterraneus","benthopelagic","benthivorous",3.49,2.25,"non-guarder",4,59161,28,0.12,16,11
"Trachinidae","Echiichthys","vipera","Echiichthys vipera","demersal","benthivorous",4.41,1.2,"non-guarder",1,160000,15,0.33,15,14
"Trachinidae","Echiichthys","","Echiichthys","demersal","generalist",4.41,1.2,"non-guarder",1,160000,15,0.33,15,14
"Trachinidae","Trachinus","draco","Trachinus draco","demersal","generalist",4.18,1,"non-guarder",1,160000,35,0.16,53,13.5
"Trachipteridae","Trachipterus","arcticus","Trachipterus arcticus","bathypelagic","piscivorous",4.5,2.41,"non-guarder",NA,200000,303,0.07,300,NA
"Triakidae","Galeorhinus","galeus","Galeorhinus galeus","benthopelagic","piscivorous",4.34,280,"bearer",5.5,29,172,0.12,195,57
"Triakidae","Mustelus","asterias","Mustelus asterias","demersal","benthivorous",3.68,300,"bearer",5,11,114,0.17,140,11.9
"Triakidae","Mustelus","mustelus","Mustelus mustelus","demersal","generalist",3.75,390,"bearer",13.5,10,175,0.08,164,24
"Triakidae","Mustelus","","Mustelus","demersal","generalist",3.68,280,"bearer",4.9,9,114,0.17,129,11.9
"Trichiuridae","Aphanopus","carbo","Aphanopus carbo","bathypelagic","piscivorous",4.48,1.74,"non-guarder",4.5,500000,145,0.11,118,32
"Trichiuridae","Benthodesmus","elongatus","Benthodesmus elongatus","benthopelagic","generalist",3.94,1.74,"non-guarder",5.5,10500,145,0.11,100,17.3
"Trichiuridae","Lepidopus","caudatus","Lepidopus caudatus","benthopelagic","generalist",3.82,1.6,"non-guarder",4.5,213500,151,0.17,164,7
"Trichodontidae","Trichodon","trichodon","Trichodon trichodon","demersal","generalist",3.95,3.4,"non-guarder",NA,1500,NA,NA,31,NA
"Triglidae","Chelidonichthys","cuculus","Chelidonichthys cuculus","demersal","generalist",3.81,1.55,"non-guarder",3.5,57500,39,0.49,34,17
"Triglidae","Chelidonichthys","lastoviza","Chelidonichthys lastoviza","demersal","benthivorous",3.49,1.35,"non-guarder",3,13000,38,0.61,30,18
"Triglidae","Chelidonichthys","lucerna","Chelidonichthys lucerna","demersal","generalist",3.98,1.36,"non-guarder",3.5,100000,48,0.33,56,15
"Triglidae","Chelidonichthys","obscurus","Chelidonichthys obscurus","demersal","benthivorous",3.74,1.33,"non-guarder",2.6,15000,42,0.42,34,16.7
"Triglidae","Chelidonichthys","","Chelidonichthys","demersal","generalist",3.88,1.33,"non-guarder",2.6,57500,42,0.42,41,16.7
"Triglidae","Eutrigla","gurnardus","Eutrigla gurnardus","demersal","generalist",3.87,1.35,"non-guarder",2.8,244949,46,0.16,36,21
"Triglidae","Eutrigla","","Eutrigla","demersal","generalist",3.87,1.35,"non-guarder",2.8,250000,46,0.16,36,21
"Triglidae","Lepidotrigla","cavillone","Lepidotrigla cavillone","demersal","generalist",3.33,1.3,"non-guarder",2,250000,16,0.37,16,5
"Triglidae","Lepidotrigla","dieuzeidei","Lepidotrigla dieuzeidei","demersal","generalist",3.66,1.3,"non-guarder",2,250000,16,0.37,20,5
"Triglidae","Lepidotrigla","","Lepidotrigla","demersal","generalist",3.33,1.3,"non-guarder",2,250000,16,0.37,16,5
"Triglidae","Trigla","lyra","Trigla lyra","bathydemersal","benthivorous",3.65,1.4,"non-guarder",2.8,108000,61,0.15,47,8
"Triglidae","Trigla","","Trigla","demersal","benthivorous",3.65,1.28,"non-guarder",2.8,250000,61,0.15,47,8
"Triglidae","Trigloporus","","Trigloporus","demersal","benthivorous",3.49,1.35,"non-guarder",3,13000,38,0.61,30,18
"Triglidae","","","Triglidae","demersal","generalist",3.74,1.28,"non-guarder",2.8,250000,42,0.41,40,16.1
"Uranoscopidae","Uranoscopus","scaber","Uranoscopus scaber","demersal","generalist",4.38,2,"non-guarder",1.5,10000,36,0.19,40,5
"Xiphiidae","Xiphias","gladius","Xiphias gladius","pelagic","piscivorous",4.53,1.7,"non-guarder",5.5,9250000,285,0.09,225,19
"Zaproridae","Zaprora","silenus","Zaprora silenus","demersal","generalist",3.71,NA,"",5.1,NA,105,0.12,88,9
"Zeidae","Zenopsis","conchifer","Zenopsis conchifer","benthopelagic","generalist",4.5,1.99,"non-guarder",4,292500,69,0.15,80,29
"Zeidae","Zeus","faber","Zeus faber","benthopelagic","piscivorous",4.5,2,"non-guarder",4,30000,69,0.15,60,18
"Zeidae","","","Zeidae","benthopelagic","generalist",4.5,1.99,"non-guarder",4,292500,69,0.15,60,23.5
"Zoarcidae","Bothrocara","brunneum","Bothrocara brunneum","bathydemersal","generalist",3.61,4,"guarder",9.5,2065,44,0.13,72,11
"Zoarcidae","Bothrocara","pusillum","Bothrocara pusillum","bathydemersal","generalist",3.61,5.6,"guarder",3.5,2065,25,0.31,15,11
"Zoarcidae","Gymnelus","retrodorsalis","Gymnelus retrodorsalis","demersal","benthivorous",3.2,4.2,"guarder",2,16,22,0.13,19,12
"Zoarcidae","Gymnelus","viridis","Gymnelus viridis","demersal","benthivorous",3.06,3,"guarder",2,50,22,0.13,24,12
"Zoarcidae","Gymnelus","","Gymnelus","demersal","benthivorous",3.13,5.6,"guarder",NA,1000,22,0.13,19,12
"Zoarcidae","Lycenchelys","camchatica","Lycenchelys camchatica","bathydemersal","benthivorous",3.33,5.6,"guarder",4,29,44,0.13,15,7
"Zoarcidae","Lycenchelys","kolthoffi","Lycenchelys kolthoffi","bathydemersal","benthivorous",3.1,5.6,"guarder",4,32,30,0.22,21,8
"Zoarcidae","Lycenchelys","muraena","Lycenchelys muraena","bathydemersal","benthivorous",3.5,5.6,"guarder",4,29,30,0.22,23,7
"Zoarcidae","Lycenchelys","sarsii","Lycenchelys sarsii","bathydemersal","benthivorous",3.21,5.4,"guarder",4,25,30,0.22,23,6
"Zoarcidae","Lycodapus","fierasfer","Lycodapus fierasfer","bathypelagic","generalist",3.57,5.6,"guarder",3.5,1000,25,0.31,15,11
"Zoarcidae","Lycodapus","parviceps","Lycodapus parviceps","bathypelagic","generalist",3.57,5.6,"guarder",3.5,1000,25,0.31,10,11
"Zoarcidae","Lycodes","adolfi","Lycodes adolfi","bathydemersal","benthivorous",3.5,5.6,"guarder",3.6,30,21,0.21,24,14.4
"Zoarcidae","Lycodes","akuugun","Lycodes akuugun","demersal","benthivorous",3.65,5.6,"guarder",3.6,30,22,0.24,32,14.4
"Zoarcidae","Lycodes","beringi","Lycodes beringi","bathydemersal","benthivorous",3.65,5.6,"guarder",3.6,30,22,0.24,36,14.4
"Zoarcidae","Lycodes","brevipes","Lycodes brevipes","demersal","generalist",4.21,5.6,"guarder",3.6,30,22,0.24,30,14.4
"Zoarcidae","Lycodes","cortezianus","Lycodes cortezianus","bathydemersal","benthivorous",3.65,5.6,"guarder",3.6,30,22,0.24,50,14.4
"Zoarcidae","Lycodes","diapterus","Lycodes diapterus","bathydemersal","benthivorous",3.65,5.6,"guarder",3.6,30,22,0.24,33,14.4
"Zoarcidae","Lycodes","esmarkii","Lycodes esmarkii","bathydemersal","benthivorous",3.91,6,"guarder",3,1200,21,0.21,63,14
"Zoarcidae","Lycodes","eudipleurostictus","Lycodes eudipleurostictus","demersal","benthivorous",3.5,5,"guarder",3,193,21,0.21,45,13
"Zoarcidae","Lycodes","frigidus","Lycodes frigidus","demersal","benthivorous",3.84,7.5,"guarder",5,30,21,0.21,69,33
"Zoarcidae","Lycodes","gracilis","Lycodes gracilis","demersal","benthivorous",3.65,4.45,"guarder",3,30,21,0.21,39,11
"Zoarcidae","Lycodes","luetkenii","Lycodes luetkenii","bathydemersal","generalist",3.95,5.6,"guarder",3.6,30,21,0.21,55,14.4
"Zoarcidae","Lycodes","palearis","Lycodes palearis","bathydemersal","benthivorous",3.48,5.6,"guarder",3.6,30,22,0.24,51,14.4
"Zoarcidae","Lycodes","pallidus","Lycodes pallidus","demersal","benthivorous",3.14,5.5,"guarder",3,40,21,0.21,39,9
"Zoarcidae","Lycodes","polaris","Lycodes polaris","demersal","benthivorous",3.32,4.5,"guarder",3,150,25,0.31,26,9
"Zoarcidae","Lycodes","paamiuti","Lycodes paamiuti","bathydemersal","benthivorous",3.65,5.6,"guarder",3.6,30,21,0.21,24,14.4
"Zoarcidae","Lycodes","raridens","Lycodes raridens","demersal","benthivorous",3.65,5.6,"guarder",3.6,30,22,0.24,77,7
"Zoarcidae","Lycodes","reticulatus","Lycodes reticulatus","bathydemersal","benthivorous",3.49,5.6,"guarder",4,30,21,0.21,70,27
"Zoarcidae","Lycodes","rossi","Lycodes rossi","demersal","benthivorous",3.54,5.6,"guarder",3,30,21,0.21,33,13
"Zoarcidae","Lycodes","seminudus","Lycodes seminudus","bathydemersal","generalist",3.79,5.5,"guarder",4,380,21,0.21,50,15
"Zoarcidae","Lycodes","squamiventer","Lycodes squamiventer","bathydemersal","generalist",3.65,5.6,"guarder",5,55,21,0.21,25,21
"Zoarcidae","Lycodes","turneri","Lycodes turneri","demersal","benthivorous",3.65,5.6,"guarder",3.6,30,22,0.24,25,14.4
"Zoarcidae","Lycodes","vahlii","Lycodes vahlii","bathydemersal","generalist",3.4,5,"guarder",3.6,254,21,0.21,57,14.4
"Zoarcidae","Lycodes","","Lycodes","bathydemersal","benthivorous",3.65,5.6,"guarder",3.6,30,21,0.21,46,14.4
"Zoarcidae","Lycodonus","flagellicauda","Lycodonus flagellicauda","bathydemersal","benthivorous",3.5,5.6,"guarder",2,50,30,0.22,23,5
"Zoarcidae","Melanostigma","atlanticum","Melanostigma atlanticum","bathypelagic","generalist",3,5.6,"guarder",3.5,1000,30,0.22,16,11
"Zoarcidae","Nalbantichthys","elongatus","Nalbantichthys elongatus","bathydemersal","generalist",3.57,5.6,"guarder",3.5,1000,25,0.31,14,11
"Zoarcidae","Ophthalmolycus","amberensis","Ophthalmolycus amberensis","bathydemersal","benthivorous",3.65,5.6,"guarder",3.6,30,22,0.24,55,14.4
"Zoarcidae","Puzanovia","rubra","Puzanovia rubra","bathydemersal","generalist",3.57,5.6,"guarder",3.5,1000,44,0.13,38,11
"Zoarcidae","Zoarces","viviparus","Zoarces viviparus","demersal","benthivorous",3.73,45,"bearer",1.5,100,107,0.09,32,14
"Zoarcidae","","","Zoarcidae","bathydemersal","generalist",3.47,5.6,"guarder",3.5,557,36,0.24,32,11
